Name,Fulladdress,Street,Municipality,Categories,Phone,Phones,Claimed,Review Count,Average Rating,Review URL,Google Maps URL,Latitude,Longitude,Website,Domain,Opening hours,Featured image,Cid,Place Id,Kgmid,Plus code,Google Knowledge URL,Email,Social Medias,Facebook,Instagram,Twitter,Yelp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEAWOODS FARMERS' MARKET,"2nd Floor, Airspace, Seawoods Grand Central Mall, Seawoods Station Rd, Seawoods West, Nerul East, Sector 40, Navi Mumbai, Maharashtra 400706","2nd Floor, Airspace, Seawoods Grand Central Mall",Seawoods Station Rd,Farmers' market,e3-vZs6nLfThseMPjIanoA8,,YES,18,4.9,https://search.google.com/local/reviews?placeid=ChIJhwKr3eDD5zsRp3Hw1vsGjmA&q=navi+mumbai+all+vegetable+market&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=6957506153046634919,19.0219629,73.0187972,,,"Sunday:[11 am–11 pm], Monday:[11 am–11 pm], Tuesday:[11 am–11 pm], Wednesday:[11 am–11 pm], Thursday:[11 am–11 pm], Friday:[11 am–11 pm], Saturday:[11 am–11 pm]",https://lh5.googleusercontent.com/p/AF1QipNIY0lF5c-DxlOMuFFoQhQLip79SwnCoLya20ec=w80-h106-k-no,6.95751E+18,ChIJhwKr3eDD5zsRp3Hw1vsGjmA,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mahfuz fruit&vegetable supplier in mumbai,"APMC fruit and vegetable market, Sector 19 Vashi Rd, APMC Market, Sector 19, Turbhe, Navi Mumbai, Maharashtra 400703",APMC fruit and vegetable market,Sector 19 Vashi Rd,"Fruit and vegetable wholesaler,Produce market,Vegetable wholesale market",096936 40541,"096936 40541, +91 96936 40541",NO,6,5,https://search.google.com/local/reviews?placeid=ChIJ1VHzrc3B5zsRK0SIexjmxEI&q=navi+mumbai+all+vegetable+market&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=4811223294764663851,19.077369,73.0096589,https://g.page/r/CStEiHsY5sRCEB0/review,g.page,"Sunday:[6 am–10 pm], Monday:[6 am–10 pm], Tuesday:[6 am–10 pm], Wednesday:[6 am–10 pm], Thursday:[6 am–10 pm], Friday:[6 am–10 pm], Saturday:[6 am–10 pm]",https://lh5.googleusercontent.com/p/AF1QipMukCqaKyPhVA2txPb1rMaK4oqUt0fJnME-BvJq=w122-h92-k-no,4.81122E+18,ChIJ1VHzrc3B5zsRK0SIexjmxEI,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gram Vikas Market,"Cidco Gram Vikas Bhavan, Central Park Rd, Sector 21, Kharghar, Navi Mumbai, Maharashtra 410210",Cidco Gram Vikas Bhavan,Central Park Rd,Market,e3-vZs6nLfThseMPjIanoA8,,NO,616,4.2,https://search.google.com/local/reviews?placeid=ChIJi4wZRR_C5zsRLCKv-OViSlQ&q=navi+mumbai+all+vegetable+market&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=6073775787321795116,19.0514818,73.0652699,,,"Sunday:[6:30–10:30 am], Monday:[6:30–10:30 am], Tuesday:[6:30–10:30 am], Wednesday:[6:30–10:30 am], Thursday:[6:30–10:30 am], Friday:[6:30–10:30 am], Saturday:[6:30–10:30 am]",https://lh5.googleusercontent.com/p/AF1QipPaD53o_40-gCnZt91zARiuk8p-yrkC27BFINjZ=w184-h92-k-no,6.07378E+18,ChIJi4wZRR_C5zsRLCKv-OViSlQ,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kanhaiya Fruits and Vegetables,"Navrang General Store Sector 27,plot No51,shop No-1/2, Sector 27, Nerul, Navi Mumbai, Maharashtra 400706","Navrang General Store Sector 27,plot No51,shop No-1/2","Sector 27, Nerul",Market,077389 74173,"077389 74173, +91 77389 74173",YES,1,5,https://search.google.com/local/reviews?placeid=ChIJvU_XnT_D5zsRjY_NkNkOkek&q=navi+mumbai+all+vegetable+market&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=16830249610060337037,19.0179868,73.0250066,,,"Sunday:[8 am–2 pm], Monday:[8 am–2 pm], Tuesday:[8 am–2 pm], Wednesday:[8 am–2 pm], Thursday:[8 am–2 pm], Friday:[8 am–2 pm], Saturday:[8 am–2 pm]",https://lh5.googleusercontent.com/p/AF1QipPK9HH0QSyvpw-u_p1pYE4LKwzy0Bb3MtyQBzaK=w163-h92-k-no,1.68302E+19,ChIJvU_XnT_D5zsRjY_NkNkOkek,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STAR AGRO FARM ®,"plot no 57, twins tower, shop no 5 & 6, Sector 20, Kharghar, Navi Mumbai, Maharashtra 410210","plot no 57, twins tower",shop no 5 & 6,"Produce market,Fruits & Vegetable Wholesaler",092213 97341,"092213 97341, +91 92213 97341",YES,228,4.8,https://search.google.com/local/reviews?placeid=ChIJq6qqGhvC5zsRSmEa47GZTj8&q=navi+mumbai+all+vegetable+market&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=4561752461871309130,19.0505236,73.0730039,,,"Sunday:[7 am–9 pm], Monday:[7 am–9 pm], Tuesday:[7 am–9 pm], Wednesday:[7 am–9 pm], Thursday:[7 am–9 pm], Friday:[7 am–9 pm], Saturday:[7 am–9 pm]",https://lh5.googleusercontent.com/p/AF1QipORoX3zDpuOJI4xgPsmWJemBdwiqqlSpsSvYqWi=w163-h92-k-no,4.56175E+18,ChIJq6qqGhvC5zsRSmEa47GZTj8,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mr. Chandu fresh fruite & vegetables,"Nerul sectar 21 0pp nucleus Iit academy Baba ji ka ganta, Navi Mumbai, Maharashtra 400706",Nerul sectar 21 0pp nucleus Iit academy Baba ji ka ganta,"Navi Mumbai, Maharashtra 400706",Produce market,e3-vZs6nLfThseMPjIanoA8,,YES,5,4.8,https://search.google.com/local/reviews?placeid=ChIJ2-EUz-PD5zsRIunVBLlgwrA&q=navi+mumbai+all+vegetable+market&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=12736849043923527970,19.0327439,73.0220502,,,"Sunday:[8 am–10 pm], Monday:[8 am–10 pm], Tuesday:[8 am–10 pm], Wednesday:[8 am–10 pm], Thursday:[8 am–10 pm], Friday:[8 am–10 pm], Saturday:[8 am–10 pm]",https://lh5.googleusercontent.com/p/AF1QipO90Ar9OeLBr5xX32cnwlPHRCH8nq5YQamEUz_v=w80-h106-k-no,1.27368E+19,ChIJ2-EUz-PD5zsRIunVBLlgwrA,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kharghar Vegetable Market,"23XC+6W9, Sector 20, Kharghar, Navi Mumbai, Maharashtra 410210",23XC+6W9,"Sector 20, Kharghar",Market,e3-vZs6nLfThseMPjIanoA8,,NO,12,3.9,https://search.google.com/local/reviews?placeid=ChIJG-VtUXbD5zsRLg2KGF1Lh84&q=navi+mumbai+all+vegetable+market&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=14881946356884835630,19.0480324,73.0723647,,,"Sunday:[9 am–8:30 pm], Monday:[9 am–8:30 pm], Tuesday:[9 am–8:30 pm], Wednesday:[9 am–8:30 pm], Thursday:[9 am–8:30 pm], Friday:[9 am–8:30 pm], Saturday:[9 am–8:30 pm]",https://lh5.googleusercontent.com/p/AF1QipOk5gUWFi30FmtQyxzFwlCWElw6nqGSa1wrFifp=w199-h92-k-no,1.48819E+19,ChIJG-VtUXbD5zsRLg2KGF1Lh84,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fruit Market,"1, Navi Mumbai, Maharashtra 400705",1,"Navi Mumbai, Maharashtra 400705",Fruit and vegetable store,084093 05433,"084093 05433, +91 84093 05433",NO,4,4.3,https://search.google.com/local/reviews?placeid=ChIJj-Njj2DB5zsRUShZ1aPybBc&q=navi+mumbai+all+vegetable+market&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=1687990745830074449,19.0755755,73.0102389,,,"Sunday:[Open 24 hours], Monday:[Open 24 hours], Tuesday:[Open 24 hours], Wednesday:[Open 24 hours], Thursday:[Open 24 hours], Friday:[Open 24 hours], Saturday:[Open 24 hours]",https://lh5.googleusercontent.com/p/AF1QipN_K3jVrQCjT1zjz-qV4G_OAveAVaWY150h3PNY=w163-h92-k-no,1.68799E+18,ChIJj-Njj2DB5zsRUShZ1aPybBc,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAVI MUMBAI MARKET,"Sector 19, Vashi, Navi Mumbai, Maharashtra 400703","Sector 19, Vashi","Navi Mumbai, Maharashtra 400703",Market,e3-vZs6nLfThseMPjIanoA8,,YES,28,4.3,https://search.google.com/local/reviews?placeid=ChIJwyVya97B5zsRN1iHGpuTbew&q=navi+mumbai+all+vegetable+market&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=17036435259786745911,19.0737629,73.0063917,,,"Sunday:[8 am–9 pm], Monday:[8 am–9 pm], Tuesday:[8 am–9 pm], Wednesday:[8 am–9 pm], Thursday:[8 am–9 pm], Friday:[8 am–9 pm], Saturday:[8 am–9 pm]",https://lh5.googleusercontent.com/p/AF1QipPURAj1Lf_5i5cVdXQrBef1ciRe7uvzB8VY6-Dz=w80-h106-k-no,1.70364E+19,ChIJwyVya97B5zsRN1iHGpuTbew,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vashi dry fruit market,"Block-A, APMC MARKET, APMC Market 2, Phase 2, Sector 19B, Vashi, Navi Mumbai, Maharashtra 400703",Block-A,APMC MARKET,Market,e3-vZs6nLfThseMPjIanoA8,,NO,1132,4.1,https://search.google.com/local/reviews?placeid=ChIJw1Vcl_DB5zsRJlGy8ipxONQ&q=navi+mumbai+all+vegetable+market&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=15292096964010856742,19.0795677,73.0093985,,,"Sunday:[10 am–10 pm], Monday:[10 am–10 pm], Tuesday:[10 am–10 pm], Wednesday:[10 am–10 pm], Thursday:[10 am–10 pm], Friday:[10 am–10 pm], Saturday:[10 am–10 pm]",https://lh5.googleusercontent.com/p/AF1QipMfWPTkTdX3lcjsfZmeaUBqqgXB25Nv5CkUPTHy=w80-h106-k-no,1.52921E+19,ChIJw1Vcl_DB5zsRJlGy8ipxONQ,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***Rock Garden,"Nerul East, Sector 21, Nerul, Navi Mumbai, Maharashtra 400706","Nerul East, Sector 21, Nerul","Navi Mumbai, Maharashtra 400706","Garden,Tourist attraction",g3avZuL_HraE4-EP09DqkA4,,YES,4235,4.1,https://search.google.com/local/reviews?placeid=ChIJodzdi8DD5zsRvxbtn9koqzk&q=Navi+Mumbai+all+gardens&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=4155459996335543999,19.0299753,73.019897,,,"Sunday:[5:30 am–1 pm], Monday:[5:30–10 am], Tuesday:[5:30–10 am], Wednesday:[5:30–10 am], Thursday:[5:30–10 am], Friday:[5:30–10 am], Saturday:[5:30–10 am]",https://lh5.googleusercontent.com/p/AF1QipMac19v3r9kX9LtNoQv6J8J7uoNUArdCPcZ9FSM=w122-h92-k-no,4.15546E+18,ChIJodzdi8DD5zsRvxbtn9koqzk,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,
Sensory Garden,"Sensory Garden, 139, Juinagar Station Rd, near Ryan international school, near from, Sector 10, Sanpada, Navi Mumbai, Maharashtra 400705","139, Juinagar Station Rd","near Ryan international school, near from",Park,g3avZuL_HraE4-EP09DqkA4,,NO,626,4.5,https://search.google.com/local/reviews?placeid=ChIJV8P7cZvB5zsRVyhSYDsi3vc&q=Navi+Mumbai+all+gardens&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=17860750810612377687,19.0573366,73.0148306,,,"Sunday:[5:30 am–12 pm], Monday:[5:30 am–12 pm], Tuesday:[5:30 am–12 pm], Wednesday:[5:30 am–12 pm], Thursday:[5:30 am–12 pm], Friday:[5:30 am–12 pm], Saturday:[5:30 am–12 pm]",https://lh5.googleusercontent.com/p/AF1QipN5Q9v9Xy_nIy-bqTS2UDFp4mM4MevAfsbuDwt4=w122-h92-k-no,1.78608E+19,ChIJV8P7cZvB5zsRVyhSYDsi3vc,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Navi Mumbai Muncipal Garden,"22FR+GJJ, C.B.D, Sector 6, CBD Belapur, Navi Mumbai, Maharashtra 400614",22FR+GJJ,"C.B.D, Sector 6, CBD Belapur",Park,g3avZuL_HraE4-EP09DqkA4,,NO,3,4,https://search.google.com/local/reviews?placeid=ChIJabYOzJzD5zsR2V6bB5EO69w&q=Navi+Mumbai+all+gardens&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=15918833323931819737,19.0238266,73.0415126,,,,https://lh5.googleusercontent.com/p/AF1QipOE3ySmC9xxTgCHLxGmrDKHteQg2etITT0bQh-i=w80-h106-k-no,1.59188E+19,ChIJabYOzJzD5zsR2V6bB5EO69w,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chatrapathi Shahu Maharaj Udyan,"22V8+98W, Sector 8, Nerul, Navi Mumbai, Maharashtra 400706",22V8+98W,"Sector 8, Nerul","Garden,Park",g3avZuL_HraE4-EP09DqkA4,,YES,2166,4.3,https://search.google.com/local/reviews?placeid=ChIJl89fiefD5zsRavXT7Yfigfg&q=Navi+Mumbai+all+gardens&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=17906842666840356202,19.0429426,73.0165271,,,"Sunday:[6 am–9 pm], Monday:[6 am–9 pm], Tuesday:[6 am–9 pm], Wednesday:[6 am–9 pm], Thursday:[6 am–9 pm], Friday:[6 am–9 pm], Saturday:[6 am–9 pm]",https://lh5.googleusercontent.com/p/AF1QipOlkT2RaStJjF0_IAMBhHtyKTjaqimTPLOTt2P7=w122-h92-k-no,1.79068E+19,ChIJl89fiefD5zsRavXT7Yfigfg,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R R Patil Garden,"Gate no-2, Sector 19A Nerul Rd, nearby Gokul CHS, Nerul East, Sector 19A, Nerul, Navi Mumbai, Maharashtra 400706",Gate no-2,Sector 19A Nerul Rd,Garden,g3avZuL_HraE4-EP09DqkA4,,NO,581,4.4,https://search.google.com/local/reviews?placeid=ChIJVTxFXMbD5zsRYx9i9iZySDw&q=Navi+Mumbai+all+gardens&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=4343847352266792803,19.032825,73.0261526,,,"Sunday:[6 am–12 pm], Monday:[6 am–12 pm], Tuesday:[6 am–12 pm], Wednesday:[6 am–12 pm], Thursday:[6 am–12 pm], Friday:[6 am–12 pm], Saturday:[6 am–12 pm]",https://lh5.googleusercontent.com/p/AF1QipOy3mxzvnGwVq2dqgc0RjBweIWGnBVRyP5hLdQ-=w163-h92-k-no,4.34385E+18,ChIJVTxFXMbD5zsRYx9i9iZySDw,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanpada Garden,"H, 7, Sector 7, Sanpada, Navi Mumbai, Maharashtra 400705",H,7,Garden,g3avZuL_HraE4-EP09DqkA4,,NO,1643,4.2,https://search.google.com/local/reviews?placeid=ChIJr43khVzB5zsRPF01xoXAOG0&q=Navi+Mumbai+all+gardens&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=7870252029618511164,19.0617043,73.012774,,,"Sunday:[5:30–9:30 am], Monday:[5:30–9:30 am], Tuesday:[5:30–9:30 am], Wednesday:[5:30–9:30 am], Thursday:[5:30–9:30 am], Friday:[5:30–9:30 am], Saturday:[5:30–9:30 am]",https://lh5.googleusercontent.com/p/AF1QipODiCxp9Ub_eV_wB551bHFOobcz2m8Mm3IrHmHm=w122-h92-k-no,7.87025E+18,ChIJr43khVzB5zsRPF01xoXAOG0,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parsik Hill Garden,"27, Parsik Hill Marg, Sector 28, CBD Belapur, Navi Mumbai, Maharashtra 400614","27, Parsik Hill Marg","Sector 28, CBD Belapur",Garden,g3avZuL_HraE4-EP09DqkA4,,NO,1302,4.4,https://search.google.com/local/reviews?placeid=ChIJwQ8k2LHD5zsRLA8gZzCItfw&q=Navi+Mumbai+all+gardens&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=18209610409812430636,19.0195447,73.0324423,,,"Sunday:[4–10 am], Monday:[4–10 am], Tuesday:[4–10 am], Wednesday:[4–10 am], Thursday:[4–10 am], Friday:[4–10 am], Saturday:[4–10 am]",https://lh5.googleusercontent.com/p/AF1QipOTCH3V2bF-uT-yv5E80Xqy3E7RtOoznmsXmQlt=w163-h92-k-no,1.82096E+19,ChIJwQ8k2LHD5zsRLA8gZzCItfw,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jewel of Navi Mumbai (JNM),"22G6+GQ6, Sector 26, Nerul, Navi Mumbai, Maharashtra 400706",22G6+GQ6,"Sector 26, Nerul",Park,g3avZuL_HraE4-EP09DqkA4,,NO,12054,4.4,https://search.google.com/local/reviews?placeid=ChIJ9yEDhpTD5zsRMIsex6fmjZY&q=Navi+Mumbai+all+gardens&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=10848580685679987504,19.026286,73.0118983,,,"Sunday:[5–10 am], Monday:[5–10 am], Tuesday:[5–10 am], Wednesday:[5–10 am], Thursday:[5–10 am], Friday:[5–10 am], Saturday:[5–10 am]",https://lh5.googleusercontent.com/p/AF1QipOULrP58RWQ6fesUPHqyfLwnjwktPxFcLDK4HMp=w122-h92-k-no,1.08486E+19,ChIJ9yEDhpTD5zsRMIsex6fmjZY,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mango Garden Belapur,"C-5/22, Sion - Panvel Hwy, Sector 1A, CBD Belapur, Navi Mumbai, Maharashtra 400614","C-5/22, Sion - Panvel Hwy","Sector 1A, CBD Belapur","Park,Garden,Tourist attraction",098211 65428,"098211 65428, +91 98211 65428",NO,5121,4.3,https://search.google.com/local/reviews?placeid=ChIJXxD6rrTD5zsRCrG9Lurw0wc&q=Navi+Mumbai+all+gardens&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=564059266948641034,19.0262847,73.0397899,,,"Sunday:[6:30–10 am], Monday:[6:30–10 am], Tuesday:[6:30–10 am], Wednesday:[6:30–10 am], Thursday:[6:30–10 am], Friday:[6:30–10 am], Saturday:[6:30–10 am]",https://lh5.googleusercontent.com/p/AF1QipO79NyiNwnhqRZvqWAiBXCZGgEk6kF_DYIMksaH=w163-h92-k-no,5.64059E+17,ChIJXxD6rrTD5zsRCrG9Lurw0wc,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Balaji Garden,"7, Brahmagiri Rd, Sector 22, Nerul West, Brahmagiri Rd, Sector 22, Nerul West, Navi Mumbai, Maharashtra 400706","7, Brahmagiri Rd, Sector 22, Nerul West, Brahmagiri Rd","Sector 22, Nerul West",Garden,g3avZuL_HraE4-EP09DqkA4,,NO,49,4.2,https://search.google.com/local/reviews?placeid=ChIJR-l0XerD5zsRzMMonBV79X0&q=Navi+Mumbai+all+gardens&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=9076295956779549644,19.0325528,73.0153523,,,,https://lh5.googleusercontent.com/p/AF1QipPRx50wfvNj-Jh24J0ldXcJvJiz58nv7gUVbFYA=w122-h92-k-no,9.0763E+18,ChIJR-l0XerD5zsRzMMonBV79X0,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NMMC Garden,"2256+J8Q, Sector 58A, Seawoods, Navi Mumbai, Maharashtra 400706",2256+J8Q,"Sector 58A, Seawoods",Garden,093359 05798,"093359 05798, +91 93359 05798",NO,117,4.2,https://search.google.com/local/reviews?placeid=ChIJJUGuKZzD5zsRd2Q9I9mxKwk&q=Navi+Mumbai+all+gardens&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=660817316497155191,19.0090856,73.0108646,,,"Sunday:[Open 24 hours], Monday:[Open 24 hours], Tuesday:[Open 24 hours], Wednesday:[Open 24 hours], Thursday:[Open 24 hours], Friday:[Open 24 hours], Saturday:[Open 24 hours]",https://lh5.googleusercontent.com/p/AF1QipPOU8sIhk3yf5RCe2UAYK2Hs7FjAYCtVXgvtkMV=w80-h106-k-no,6.60817E+17,ChIJJUGuKZzD5zsRd2Q9I9mxKwk,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kharghar Garden,"23P7+9HP, Navrang Rd, Sector 7, Kharghar, Navi Mumbai, Maharashtra 410210",23P7+9HP,Navrang Rd,Garden,g3avZuL_HraE4-EP09DqkA4,,NO,1054,4.2,https://search.google.com/local/reviews?placeid=ChIJPe721z_C5zsRpIjdIDfICag&q=Navi+Mumbai+all+gardens&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=12108429212262434980,19.0359631,73.0639556,,,"Sunday:[6 am–9 pm], Monday:[6 am–9 pm], Tuesday:[6 am–9 pm], Wednesday:[6 am–9 pm], Thursday:[6 am–9 pm], Friday:[6 am–9 pm], Saturday:[6 am–9 pm]",https://lh5.googleusercontent.com/p/AF1QipOLR4briGHGl7Y4gx4N7I6EFmYNWMR-FkJlhJC6=w122-h92-k-no,1.21084E+19,ChIJPe721z_C5zsRpIjdIDfICag,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dr DY Patil Botanical Garden,"22VG+JG2, Sector 7, Nerul, Navi Mumbai, Maharashtra 400706",22VG+JG2,"Sector 7, Nerul",Botanical garden,g3avZuL_HraE4-EP09DqkA4,,NO,96,4.1,https://search.google.com/local/reviews?placeid=ChIJ9zGh-9rD5zsRwPj_03kxQ0U&q=Navi+Mumbai+all+gardens&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=4990887211374213312,19.044001,73.0262519,,,"Sunday:[Open 24 hours], Monday:[Open 24 hours], Tuesday:[Open 24 hours], Wednesday:[Open 24 hours], Thursday:[Open 24 hours], Friday:[Open 24 hours], Saturday:[Open 24 hours]",https://lh5.googleusercontent.com/p/AF1QipNX6TKys6TKVgK2ZsFCh4pA9lPvGWpaN4vRs7jn=w122-h92-k-no,4.99089E+18,ChIJ9zGh-9rD5zsRwPj_03kxQ0U,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
